cohort,data_type,field_name,description,category,units,loinc_code,loinc_name,confidence_score,query_source,llm_reasoning,num_queries,top_5_loinc
arivale,questionnaires,assessment:health-history:vaccination_other:int,Raw - Assessment:Health-History:Vaccination Other:Int,raw,,41291-6,History of Immunization,0.75,exact_description,"History of Immunization best matches this field which captures other vaccinations as part of health history assessment. The term 'other' suggests vaccinations beyond those specifically tracked elsewhere, making the general immunization history concept most appropriate.",5,"['30965-8', '41291-6', '31035-9', '30948-4', '85915-7']"
arivale,questionnaires,assessment:health-history:general_age_menopause:real,Health History Misc - Assessment:Health-History:General Age Menopause:Real,health_history_misc,,42802-9,Age at menopause,0.95,exact_description,Perfect semantic match - 42802-9 'Age at menopause' exactly corresponds to the field measuring the age when menopause occurred. High vector similarity score (0.778) and precise clinical alignment.,6,"['42802-9', '46251-5', '30525-0', '49033-4', '105509-4']"
arivale,questionnaires,assessment:health-history:general_postmenopausal:int,Raw - Assessment:Health-History:General Postmenopausal:Int,raw,,42802-9,Age at menopause,0.85,exact_description,"The field 'general_postmenopausal:int' clearly relates to postmenopausal status assessment. LOINC code 42802-9 'Age at menopause' is the most semantically appropriate match as it directly addresses menopause-related data collection. While it specifically captures age at menopause rather than a general postmenopausal indicator, it's the closest clinical concept among the options and is commonly used in health assessments for postmenopausal status documentation.",5,"['90966-3', '90962-2', '49033-4', '54126-8', '42802-9']"
arivale,questionnaires,assessment:health-history:general_age_menopause:real,Raw - Assessment:Health-History:General Age Menopause:Real,raw,,42802-9,Age at menopause,0.95,exact_description,"Perfect semantic match. The field 'assessment:health-history:general_age_menopause:real' clearly asks for age at menopause, which directly corresponds to LOINC 42802-9 'Age at menopause'. This is a standard clinical data point collected in health history assessments.",6,"['85016-4', '85013-1', '85009-9', '85021-4', '85132-9']"
arivale,questionnaires,jiahui:assessment:lifestyle:abused_alcohol,Misc - Jiahui:Assessment:Lifestyle:Abused Alcohol,misc,,42830-0,Alcohol abuse [CCC],0.85,exact_description,"LOINC 42830-0 'Alcohol abuse [CCC]' is the most appropriate match as it directly addresses alcohol abuse assessment, which aligns perfectly with the field name 'abused_alcohol'. The CCC (Clinical Care Classification) system indicates this is designed for clinical assessment purposes, and the ^Patient system matches the expected target population for this questionnaire data.",5,"['42830-0', '18675-9', '89562-3', '91389-7', '56832-9']"
arivale,questionnaires,jiahui:assessment:lifestyle:abused_alcohol,Raw - Jiahui:Assessment:Lifestyle:Abused Alcohol,raw,,42830-0,Alcohol abuse [CCC],0.85,exact_description,"42830-0 'Alcohol abuse [CCC]' is the most direct semantic match for 'abused_alcohol'. It specifically addresses alcohol abuse in patients, matches the clinical concept exactly, and has the highest similarity score (0.744). The CCC (Clinical Care Classification) system is appropriate for lifestyle assessment data.",5,"['42830-0', '18675-9', '28445-5', '46783-7', '91389-7']"
arivale,questionnaires,assessment:digestion:nausea:enum,Digestive Health - Assessment:Digestion:Nausea:Enum,digestive_health,,42848-2,Nausea [CCC],0.9,exact_description,"LOINC 42848-2 'Nausea [CCC]' is the most direct and specific match for a nausea assessment field. It targets the gastrointestinal system and uses the standardized CCC (Clinical Care Classification) terminology, making it ideal for structured questionnaire data about digestive health symptoms.",5,"['42848-2', '81660-3', '69682-3', '80273-6', '81224-8']"
arivale,questionnaires,assessment:digestion:nausea:enum,Raw - Assessment:Digestion:Nausea:Enum,raw,,42848-2,Nausea [CCC],0.85,exact_description,"Direct semantic match for nausea assessment. CCC terminology system is appropriate for structured healthcare assessments, and the code specifically targets nausea evaluation which aligns with the field's purpose in digestion assessment.",4,"['42848-2', '80273-6', '69682-3', '81660-3', '88366-0']"
arivale,questionnaires,assessment:health-history:mental_health_adhd_add:self_past,Health History New - Assessment:Health-History:Mental Health Adhd Add:Self Past,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"45420-7 'Mental health history [Minimum Data Set]' is the most appropriate match as it specifically captures structured mental health history data from patients, which aligns perfectly with collecting past ADHD/ADD history. The patient system (^Patient) and mental health focus make this more precise than general illness history codes.",5,"['78306-8', '11348-0', '71809-8', '89150-7', '45420-7']"
arivale,questionnaires,assessment:health-history:mental_health_anxiety_disorder:self_past_year,Health History New - Assessment:Health-History:Mental Health Anxiety Disorder:Self Past Year,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.65,exact_description,"Best semantic match for mental health history assessment, though lacks anxiety disorder specificity and past year timeframe precision",5,"['78306-8', '11348-0', '66578-6', '45420-7', '61928-8']"
arivale,questionnaires,assessment:health-history:mental_health_anxiety_disorder:self_past_gt1ya,Health History New - Assessment:Health-History:Mental Health Anxiety Disorder:Self Past Gt1Ya,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.75,exact_description,"This LOINC code for 'Mental health history' is the best match as it captures historical mental health conditions including anxiety disorders. While not anxiety-specific, it's the most appropriate code for documenting past mental health diagnoses in a patient's history.",5,"['93110-5', '45420-7', '71816-3', '71897-3', '48529-2']"
arivale,questionnaires,assessment:health-history:mental_health_other:self_past,Health History New - Assessment:Health-History:Mental Health Other:Self Past,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"Best semantic match for self-reported past mental health history. The field captures historical mental health conditions that the patient self-reports, which aligns perfectly with LOINC 45420-7 'Mental health history [Minimum Data Set]' targeting the patient system. While 78306-8 scored higher, it's a clinician's note rather than patient self-assessment data.",5,"['78306-8', '11348-0', '45420-7', '81375-8', '10164-2']"
arivale,questionnaires,assessment:health-history:mental_health_other:self_past_year,Health History New - Assessment:Health-History:Mental Health Other:Self Past Year,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"This field captures mental health history information about the patient's self-assessment over the past year. LOINC 45420-7 'Mental health history [Minimum Data Set]' is the most appropriate match as it specifically addresses mental health history collection from the patient perspective, which aligns perfectly with the field's focus on self-reported mental health history over a past time period.",5,"['78306-8', '11348-0', '45420-7', '66578-6', '71898-1']"
arivale,questionnaires,assessment:health-history:mental_health_other:self_past_gt1ya,Health History New - Assessment:Health-History:Mental Health Other:Self Past Gt1Ya,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"The field 'mental_health_other:self_past_gt1ya' clearly refers to past mental health history (>1 year ago). LOINC 45420-7 'Mental health history [Minimum Data Set]' is the most semantically appropriate match, specifically designed for capturing mental health historical information. While other options like 71898-1 focus on physical health comparisons or 11348-0/11349-8 are too general for past illness, 45420-7 directly addresses mental health history which aligns perfectly with the field's intent.",5,"['71898-1', '45420-7', '78306-8', '11348-0', '93110-5']"
arivale,questionnaires,assessment:health-history:mental_health_sad:self_past_gt1ya,Health History New - Assessment:Health-History:Mental Health Sad:Self Past Gt1Ya,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"Best semantic match for historical mental health condition assessment. The field asks about past Seasonal Affective Disorder (>1 year ago), and 45420-7 'Mental health history' directly captures historical mental health conditions rather than current status or recent comparisons.",5,"['45420-7', '78306-8', '11348-0', '71898-1', '66578-6']"
arivale,questionnaires,assessment:health-history:mental_health_schizophrenia:self_current,Health History New - Assessment:Health-History:Mental Health Schizophrenia:Self Current,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.75,exact_description,"This code specifically captures mental health history from the patient perspective (system: ^Patient), which best matches a self-reported current schizophrenia assessment. While not condition-specific, it's the most appropriate for documenting mental health history including current conditions like schizophrenia.",5,"['78306-8', '81375-8', '10164-2', '78246-6', '45420-7']"
arivale,questionnaires,assessment:health-history:mental_health_schizophrenia:self_past_gt1ya,Health History New - Assessment:Health-History:Mental Health Schizophrenia:Self Past Gt1Ya,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"This LOINC code specifically captures mental health history, which directly matches the field's purpose of collecting self-reported past mental health information about schizophrenia. The system is ^Patient which is appropriate for self-reported data.",5,"['93110-5', '45420-7', '78306-8', '71898-1', '45415-7']"
arivale,questionnaires,assessment:health-history:mental_health_other_eating_disorder:self_current,Health History New - Assessment:Health-History:Mental Health Other Eating Disorder:Self Current,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"Mental health history [Minimum Data Set] is the most appropriate match as it directly captures mental health history information from the patient, which aligns with the field's focus on current mental health eating disorder status. While 45602-0 mentions eating, it's specifically about eating performance assessment rather than eating disorder history, and 100570-1 is a hospital progress note rather than a patient-reported assessment.",5,"['45602-0', '78306-8', '81375-8', '100265-8', '10164-2']"
arivale,questionnaires,assessment:health-history:mental_health_depression:self_past,Health History New - Assessment:Health-History:Mental Health Depression:Self Past,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.8,exact_description,"Best match for patient-reported mental health history questionnaire data. While not depression-specific, it appropriately captures past mental health history in structured assessment format.",5,"['78306-8', '66578-6', '11348-0', '45420-7', '81375-8']"
arivale,questionnaires,assessment:health-history:mental_health_depression:self_past_year,Health History New - Assessment:Health-History:Mental Health Depression:Self Past Year,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"Mental health history [Minimum Data Set] is the most appropriate match as it specifically captures patient-reported mental health history, which aligns with the self-reported depression history context of the original field. The ^Patient system indicates patient-reported data, matching the self-assessment nature of the question.",5,"['70271-2', '69729-2', '66578-6', '78306-8', '45420-7']"
arivale,questionnaires,assessment:health-history:mental_health_bulimia:self_past_gt1ya,Health History New - Assessment:Health-History:Mental Health Bulimia:Self Past Gt1Ya,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.8,exact_description,"This code specifically captures mental health history, which directly matches the field's purpose of documenting past bulimia (a mental health eating disorder). The semantic alignment is strong despite the general nature of the LOINC code.",5,"['93110-5', '45420-7', '78306-8', '61928-8', '45602-0']"
arivale,questionnaires,assessment:health-history:mental_health_depression:self_past_gt1ya,Health History New - Assessment:Health-History:Mental Health Depression:Self Past Gt1Ya,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"This LOINC code specifically captures mental health history, which directly aligns with the field asking about past depression history (>1 year ago). The code is designed for patient-reported historical mental health information, making it the most appropriate match for this self-reported past depression assessment.",5,"['45420-7', '71898-1', '66578-6', '78306-8', '93110-5']"
arivale,questionnaires,assessment:health-history:mental_health_depression:mother,Health History New - Assessment:Health-History:Mental Health Depression:Mother,health_history_new,,45420-7,Mental health history [Minimum Data Set],0.8,exact_description,"The field 'assessment:health-history:mental_health_depression:mother' is asking about mental health history specifically related to depression in the mother. LOINC 45420-7 'Mental health history [Minimum Data Set]' is the most appropriate match as it directly captures mental health history information, which aligns with collecting historical data about depression in a family member (mother). While other codes focus on current mental health status or screening tools, this code is specifically designed for capturing mental health history data.",5,"['66578-6', '78306-8', '45420-7', '57242-0', '11348-0']"
arivale,questionnaires,assessment:health-history:mental_health_depression:bitfield,Raw - Assessment:Health-History:Mental Health Depression:Bitfield,raw,,45420-7,Mental health history [Minimum Data Set],0.85,exact_description,"The field 'mental_health_depression:bitfield' appears to be a structured data collection about depression history rather than a specific assessment score. LOINC 45420-7 'Mental health history [Minimum Data Set]' best matches this concept as it represents historical mental health information collection, which aligns with a bitfield format that would capture multiple depression-related data points. The other options are primarily assessment scores or screening tools, while this field seems to be capturing historical/demographic mental health data.",5,"['70271-2', '69729-2', '77821-7', '77835-7', '66578-6']"
arivale,questionnaires,assessment:health-history:mental_health_other:bitfield,Raw - Assessment:Health-History:Mental Health Other:Bitfield,raw,,45420-7,Mental health history [Minimum Data Set],0.75,exact_description,"Mental health history [Minimum Data Set] best matches a bitfield capturing structured mental health history items, aligning with the field's health-history context and raw data format",5,"['77821-7', '84467-0', '77820-9', '84474-6', '70271-2']"
arivale,questionnaires,assessment:health-history:sleep_condition_insomnia:self_current,Health History New - Assessment:Health-History:Sleep Condition Insomnia:Self Current,health_history_new,,45550-1,Insomnia/change in sleeping pattern [Minimum Data Set],0.85,exact_description,"Direct semantic match for insomnia assessment. The field specifically asks about current insomnia condition, and this LOINC code directly addresses 'Insomnia/change in sleeping pattern', making it the most appropriate match among the candidates.",5,"['71811-4', '93108-9', '11348-0', '97726-4', '78077-5']"
arivale,questionnaires,assessment:health-history:sleep_condition_insomnia:self_past_year,Health History New - Assessment:Health-History:Sleep Condition Insomnia:Self Past Year,health_history_new,,45550-1,Insomnia/change in sleeping pattern [Minimum Data Set],0.85,exact_description,"LOINC 45550-1 'Insomnia/change in sleeping pattern [Minimum Data Set]' is the most appropriate match as it directly addresses insomnia conditions, which aligns with the field name 'sleep_condition_insomnia'. The field asks about insomnia in the past year, and this LOINC code specifically captures insomnia/sleep pattern changes. While it's from the Minimum Data Set rather than a general questionnaire, it's the only code that directly addresses insomnia as a condition rather than sleep quality or fatigue symptoms.",5,"['93108-9', '11348-0', '71811-4', '62017-9', '45550-1']"
arivale,questionnaires,assessment:health-history:sleep_condition_insomnia:mother,Health History New - Assessment:Health-History:Sleep Condition Insomnia:Mother,health_history_new,,45550-1,Insomnia/change in sleeping pattern [Minimum Data Set],0.85,exact_description,"Field is specifically about maternal history of insomnia/sleep conditions. LOINC 45550-1 'Insomnia/change in sleeping pattern' directly matches the sleep condition insomnia concept. While it's from a nursing home context (MDS), it's the most semantically appropriate for capturing insomnia history, which aligns with the health history assessment nature of this field.",5,"['93108-9', '71811-4', '72205-8', '71810-6', '98588-7']"
arivale,questionnaires,assessment:health-history:sleep_condition_insomnia:maternal,Health History New - Assessment:Health-History:Sleep Condition Insomnia:Maternal,health_history_new,,45550-1,Insomnia/change in sleeping pattern [Minimum Data Set],0.85,exact_description,"Direct match for insomnia/sleep pattern changes from standardized assessment. While not explicitly maternal-specific, it captures the core clinical concept of insomnia conditions in health history.",5,"['93108-9', '71811-4', '72205-8', '11348-0', '97726-4']"
arivale,questionnaires,jiahui:health-history:hh:sleep:insomnia,Misc - Jiahui:Health-History:Hh:Sleep:Insomnia,misc,,45550-1,Insomnia/change in sleeping pattern [Minimum Data Set],0.85,exact_description,"Direct semantic match - the field explicitly mentions 'insomnia' and 45550-1 specifically covers 'Insomnia/change in sleeping pattern' from a standardized questionnaire context, making it the most appropriate match for a health history questionnaire field about insomnia.",4,"['45550-1', '72205-8', '76997-6', '62017-9', '68025-6']"
arivale,questionnaires,assessment:health-history:sleep_condition_insomnia:bitfield,Raw - Assessment:Health-History:Sleep Condition Insomnia:Bitfield,raw,,45550-1,Insomnia/change in sleeping pattern [Minimum Data Set],0.85,exact_description,"The field 'sleep_condition_insomnia:bitfield' specifically references insomnia condition data. LOINC 45550-1 'Insomnia/change in sleeping pattern [Minimum Data Set]' directly matches this concept with explicit insomnia terminology. While PROMIS sleep disturbance codes (77826-6, 77829-0, 77816-7) have higher vector scores, they measure general sleep disturbance rather than specific insomnia conditions. The bitfield format suggests binary/categorical data collection, which aligns with MDS assessment patterns.",5,"['77826-6', '77829-0', '77816-7', '45550-1', '62017-9']"
arivale,questionnaires,jiahui:health-history:hh:sleep:insomnia,Raw - Jiahui:Health-History:Hh:Sleep:Insomnia,raw,,45550-1,Insomnia/change in sleeping pattern [Minimum Data Set],0.85,exact_description,"Direct semantic match - field specifically measures insomnia, and 45550-1 'Insomnia/change in sleeping pattern' is the most appropriate LOINC code for capturing insomnia status in health history questionnaires",4,"['45550-1', '76997-6', '62017-9', '62018-7', '76892-9']"
arivale,questionnaires,assessment:personality:change_mood:enum,Raw - Assessment:Personality:Change Mood:Enum,raw,,45557-6,Change in mood [Minimum Data Set],0.75,exact_description,"This LOINC code specifically measures 'Change in mood' which directly matches the field's focus on mood changes. While from a different assessment context (MDS vs Arivale), the core concept of evaluating mood changes is semantically aligned.",5,"['84775-6', '91689-0', '91688-2', '90970-5', '84456-3']"
arivale,questionnaires,assessment:personality:put_others_at_ease:enum,Personality - Assessment:Personality:Put Others At Ease:Enum,personality,,45569-1,At ease interacting with others [Minimum Data Set],0.85,exact_description,"Direct semantic match - 'At ease interacting with others' closely corresponds to the personality trait of 'putting others at ease', both measuring social comfort and interpersonal ease",5,"['65170-3', '70324-9', '45569-1', '70703-4', '54690-3']"
arivale,questionnaires,assessment:personality:put_others_at_ease:enum,Raw - Assessment:Personality:Put Others At Ease:Enum,raw,,45569-1,At ease interacting with others [Minimum Data Set],0.85,exact_description,"This LOINC code 'At ease interacting with others' directly matches the field 'put_others_at_ease' which assesses the same personality trait - being comfortable and making others comfortable in social interactions. The semantic alignment is excellent, both measure social ease/comfort, and it's from a standardized assessment context.",5,"['54690-3', '45569-1', '70703-4', '76759-0', '54516-0']"
arivale,questionnaires,jiahui:health-history:hh:diabetes:general,Misc - Jiahui:Health-History:Hh:Diabetes:General,misc,,45636-8,Diabetes mellitus [Minimum Data Set],0.85,exact_description,"Best match for general diabetes health history data collection. The 'Minimum Data Set' context aligns with cohort questionnaire data, and '^Patient' system matches the apparent focus on personal diabetes history rather than family history.",4,"['97063-2', '97062-4', '11322-5', '88655-6', '54140-9']"
arivale,questionnaires,jiahui:health-history:hh:thyroid:graves_disease,Misc - Jiahui:Health-History:Hh:Thyroid:Graves Disease,misc,,45637-6,Hyperthyroidism [Minimum Data Set],0.85,exact_description,"Graves' disease is the most common cause of hyperthyroidism. LOINC 45637-6 'Hyperthyroidism [Minimum Data Set]' is the most semantically appropriate match for capturing a patient's history of this specific thyroid condition, despite being slightly broader than the specific Graves' disease query.",5,"['45638-4', '10170-9', '8668-6', '29575-8', '45637-6']"
arivale,questionnaires,jiahui:health-history:hh:thyroid:hyperthyroidism,Misc - Jiahui:Health-History:Hh:Thyroid:Hyperthyroidism,misc,,45637-6,Hyperthyroidism [Minimum Data Set],0.95,exact_description,"Direct semantic match for hyperthyroidism history. Code 45637-6 'Hyperthyroidism [Minimum Data Set]' precisely corresponds to the field's thyroid hyperthyroidism focus, with appropriate system (^Patient) for questionnaire data.",4,"['45638-4', '10170-9', '8668-6', '45637-6', '78924-8']"
arivale,questionnaires,jiahui:health-history:hh:thyroid:graves_disease,Raw - Jiahui:Health-History:Hh:Thyroid:Graves Disease,raw,,45637-6,Hyperthyroidism [Minimum Data Set],0.85,exact_description,"Graves' disease is a specific form of hyperthyroidism. While not an exact match, 45637-6 'Hyperthyroidism [Minimum Data Set]' is the most semantically appropriate as it captures the primary clinical manifestation of Graves' disease in a health history context.",5,"['45638-4', '10170-9', '8668-6', '45637-6', '29575-8']"
arivale,questionnaires,jiahui:health-history:hh:thyroid:hyperthyroidism,Raw - Jiahui:Health-History:Hh:Thyroid:Hyperthyroidism,raw,,45637-6,Hyperthyroidism [Minimum Data Set],0.85,exact_description,"The field 'jiahui:health-history:hh:thyroid:hyperthyroidism' is asking about hyperthyroidism in a health history context. LOINC code 45637-6 'Hyperthyroidism [Minimum Data Set]' is a direct semantic match for hyperthyroidism, targets the patient system (^Patient), and is designed for structured data collection which aligns with questionnaire data. While 10170-9 and 8668-6 cover broader endocrine history, 45637-6 is more specific to the exact condition being queried.",4,"['10170-9', '45638-4', '8668-6', '78924-8', '88655-6']"
arivale,questionnaires,jiahui:health-history:hh:thyroid:hypothyroidism,Misc - Jiahui:Health-History:Hh:Thyroid:Hypothyroidism,misc,,45638-4,Hypothyroidism [Minimum Data Set],0.85,exact_description,"Direct semantic match for patient hypothyroidism history. The code specifically captures hypothyroidism status in the patient system, which aligns perfectly with the questionnaire field asking about personal history of hypothyroidism.",4,"['45638-4', '10170-9', '8668-6', '54140-9', '50715-2']"
arivale,questionnaires,jiahui:health-history:hh:thyroid:hypothyroidism,Raw - Jiahui:Health-History:Hh:Thyroid:Hypothyroidism,raw,,45638-4,Hypothyroidism [Minimum Data Set],0.95,exact_description,"Direct semantic match for hypothyroidism with appropriate patient system context. The '[Minimum Data Set]' designation indicates it's designed for standardized data collection, which fits a questionnaire field perfectly.",4,"['45638-4', '10170-9', '8668-6', '54140-9', '54116-9']"
arivale,questionnaires,jiahui:health-history:hh:heart:arrhythmia:self,Misc - Jiahui:Health-History:Hh:Heart:Arrhythmia:Self,misc,,45640-0,Cardiac dysrhythmias [Minimum Data Set],0.85,exact_description,"Direct semantic match for cardiac dysrhythmias with patient system designation, appropriate for self-reported arrhythmia history data collection",4,"['10168-3', '8660-3', '8636-3', '86473-6', '10145-1']"
arivale,questionnaires,assessment:health-history:congestive_heart_failure:bitfield,Health History Misc - Assessment:Health-History:Congestive Heart Failure:Bitfield,health_history_misc,,45641-8,Congestive heart failure [Minimum Data Set],0.85,exact_description,"This LOINC code directly matches the field's purpose of documenting congestive heart failure in a health history context. The bitfield format suggests a structured assessment tool, which aligns with the Minimum Data Set framework. The system '^Patient' is appropriate for patient-reported health history data.",5,"['45641-8', '68622-0', '11348-0', '86478-5', '65863-3']"
arivale,questionnaires,jiahui:health-history:hh:heart:heart_failure:self,Misc - Jiahui:Health-History:Hh:Heart:Heart Failure:Self,misc,,45641-8,Congestive heart failure [Minimum Data Set],0.75,exact_description,"This field appears to capture self-reported heart failure status in a health history context. LOINC 45641-8 'Congestive heart failure [Minimum Data Set]' directly assesses heart failure presence rather than functional impact or risk, making it the most appropriate match for a binary health history question.",5,"['71939-3', '86473-6', '65863-3', '45641-8', '85614-6']"
arivale,questionnaires,assessment:health-history:cardiovascular_heart_failure:bitfield,Raw - Assessment:Health-History:Cardiovascular Heart Failure:Bitfield,raw,,45641-8,Congestive heart failure [Minimum Data Set],0.85,exact_description,"Best match for structured questionnaire data about heart failure history. The 'Minimum Data Set' context aligns with standardized bitfield data collection format, unlike the risk scores or clinical notes in other options.",5,"['65863-3', '68622-0', '90773-3', '45641-8', '100579-2']"
arivale,questionnaires,assessment:health-history:congestive_heart_failure:bitfield,Raw - Assessment:Health-History:Congestive Heart Failure:Bitfield,raw,,45641-8,Congestive heart failure [Minimum Data Set],0.85,exact_description,45641-8 'Congestive heart failure [Minimum Data Set]' directly matches a binary health history question about congestive heart failure. The MDS context is appropriate for structured questionnaire data capturing presence/absence of this condition.,5,"['84456-3', '45641-8', '68622-0', '65863-3', '90773-3']"
arivale,questionnaires,assessment:health-history:heart_failure:bitfield,Raw - Assessment:Health-History:Heart Failure:Bitfield,raw,,45641-8,Congestive heart failure [Minimum Data Set],0.85,exact_description,"LOINC 45641-8 'Congestive heart failure [Minimum Data Set]' is the best match as it directly captures heart failure status as a structured assessment field, which aligns with the bitfield format indicating presence/absence of heart failure in health history. The system '^Patient' matches the questionnaire context, and it's designed for standardized data collection rather than clinical notes or risk calculations.",5,"['84456-3', '84474-6', '65863-3', '68622-0', '45641-8']"
arivale,questionnaires,jiahui:health-history:hh:heart:hypertension:self,Misc - Jiahui:Health-History:Hh:Heart:Hypertension:Self,misc,,45643-4,Hypertension [Minimum Data Set],0.85,exact_description,"The field 'jiahui:health-history:hh:heart:hypertension:self' clearly indicates a self-reported hypertension status from health history. LOINC 45643-4 'Hypertension [Minimum Data Set]' is the most direct match for capturing hypertension status in a patient, which aligns perfectly with the self-reported nature of this questionnaire field.",4,"['10168-3', '88655-6', '8660-3', '10170-9', '80985-5']"
arivale,questionnaires,assessment:health-history:peripheral_vascular_disease:bitfield,Health History Misc - Assessment:Health-History:Peripheral Vascular Disease:Bitfield,health_history_misc,,45645-9,Peripheral vascular disease [Minimum Data Set],0.95,exact_description,"This is a perfect semantic match. The field 'peripheral_vascular_disease:bitfield' from health history assessment directly corresponds to LOINC 45645-9 'Peripheral vascular disease [Minimum Data Set]'. Both are patient-level assessments about peripheral vascular disease history, with the same clinical concept and appropriate system (^Patient). The bitfield format aligns with standardized data collection approaches.",5,"['45645-9', '54782-8', '78941-2', '11348-0', '104262-1']"
arivale,questionnaires,assessment:health-history:peripheral_vascular_disease:bitfield,Raw - Assessment:Health-History:Peripheral Vascular Disease:Bitfield,raw,,45645-9,Peripheral vascular disease [Minimum Data Set],0.95,exact_description,"Perfect semantic match for peripheral vascular disease assessment. The field is a bitfield (binary flag) indicating presence/absence of peripheral vascular disease in health history, which aligns exactly with LOINC 45645-9 'Peripheral vascular disease [Minimum Data Set]' (system: ^Patient). This is a standard patient-level assessment commonly used in health questionnaires and minimum data sets.",5,"['45645-9', '54782-8', '104262-1', '1922-4', '95046-9']"
arivale,questionnaires,assessment:health-history:osteoporosis:bitfield,Health History Misc - Assessment:Health-History:Osteoporosis:Bitfield,health_history_misc,,45650-9,Osteoporosis [Minimum Data Set],0.8,exact_description,"Best matches a simple osteoporosis history indicator. The 'Minimum Data Set' context aligns with basic health history collection, unlike the more complex assessment tools and scoring instruments in other options.",5,"['98146-4', '45650-9', '98147-2', '98139-9', '90265-0']"
arivale,questionnaires,jiahui:health-history:hh:musculoskeletal:osteoporosis,Misc - Jiahui:Health-History:Hh:Musculoskeletal:Osteoporosis,misc,,45650-9,Osteoporosis [Minimum Data Set],0.85,exact_description,Direct match for osteoporosis assessment in patient data collection context. More specific than general musculoskeletal history codes and more appropriate than time-limited osteoporosis status codes.,4,"['8680-1', '45650-9', '10173-3', '54538-4', '80329-6']"
arivale,questionnaires,jiahui:health-history:hh:musculoskeletal:osteoporosis,Raw - Jiahui:Health-History:Hh:Musculoskeletal:Osteoporosis,raw,,45650-9,Osteoporosis [Minimum Data Set],0.85,exact_description,"This LOINC code specifically addresses osteoporosis, which exactly matches the field's focus. While the other codes are related to musculoskeletal history, they are too broad. The [Minimum Data Set] designation indicates this is designed for structured data collection, which aligns with questionnaire data.",4,"['8680-1', '10173-3', '45650-9', '54538-4', '67804-5']"
arivale,questionnaires,assessment:health-history:autoimmune_multiple_sclerosis:bitfield,Raw - Assessment:Health-History:Autoimmune Multiple Sclerosis:Bitfield,raw,,45658-2,Multiple sclerosis [Minimum Data Set],0.85,exact_description,"This field specifically captures multiple sclerosis status in a health history context. LOINC 45658-2 'Multiple sclerosis [Minimum Data Set]' is the most semantically appropriate match as it directly addresses multiple sclerosis assessment rather than functional questionnaires (71107-7) or general disease history panels. The bitfield format suggests a binary yes/no or categorical response about MS status, which aligns with minimum data set capture.",5,"['71107-7', '84467-0', '45658-2', '54137-5', '62322-3']"
arivale,questionnaires,assessment:health-history:neurocognitive_parkinsons_disease:self_current,Health History New - Assessment:Health-History:Neurocognitive Parkinsons Disease:Self Current,health_history_new,,45660-8,Parkinson's disease [Minimum Data Set],0.85,exact_description,"This code specifically addresses Parkinson's disease status in a structured assessment context (Minimum Data Set), which aligns well with a health history questionnaire field asking about current Parkinson's disease. The other options are either too general (history codes) or focus on specific symptoms/worries rather than disease status.",5,"['68177-5', '11348-0', '10164-2', '8684-3', '11333-2']"
arivale,questionnaires,assessment:health-history:neurocognitive_parkinsons_disease:self_past,Health History New - Assessment:Health-History:Neurocognitive Parkinsons Disease:Self Past,health_history_new,,45660-8,Parkinson's disease [Minimum Data Set],0.85,exact_description,"This field specifically asks about past history of Parkinson's disease. LOINC 45660-8 'Parkinson's disease [Minimum Data Set]' is the most semantically appropriate match, directly addressing Parkinson's disease assessment. While other codes cover general past illness history, this code specifically targets the neurological condition being assessed.",5,"['11348-0', '11333-2', '68177-5', '11349-8', '45660-8']"
arivale,questionnaires,assessment:health-history:neurocognitive_parkinsons_disease:self_past_year,Health History New - Assessment:Health-History:Neurocognitive Parkinsons Disease:Self Past Year,health_history_new,,45660-8,Parkinson's disease [Minimum Data Set],0.85,exact_description,"Direct semantic match for Parkinson's disease assessment. Code 45660-8 specifically addresses Parkinson's disease evaluation, which aligns perfectly with the field's focus on neurocognitive Parkinson's disease assessment in the past year.",5,"['11348-0', '68177-5', '45660-8', '68154-4', '95456-0']"
arivale,questionnaires,assessment:health-history:neurocognitive_parkinsons_disease:self_past_gt1ya,Health History New - Assessment:Health-History:Neurocognitive Parkinsons Disease:Self Past Gt1Ya,health_history_new,,45660-8,Parkinson's disease [Minimum Data Set],0.85,exact_description,"Direct semantic match for Parkinson's disease assessment. While the MDS context is typically for nursing homes, the core concept of assessing Parkinson's disease presence aligns well with this health history field asking about past Parkinson's disease occurrence.",5,"['68177-5', '45660-8', '71898-1', '79118-6', '11348-0']"
